"CPUE_File","Stock","Name","EnglishName","ScientificName","StartYear","EndYear","Resilience","r.low","r.hi","Bk.yr","Bk.pr","Bk.pr.low","Bk.pr.hi","e.creep","Comment","Source","MSY.BSM","MSY.BSM.lcl","MSY.BSM.ucl","r.BSM","r.BSM.lcl","r.BSM.ucl","k.BSM","k.BSM.lcl","k.BSM.ucl","B_Bmsy","B_Bmsy.lcl","B_Bmsy.ucl","F_Fmsy","F_Fmsy.lcl","F_Fmsy.ucl"
"EU_Stocks_CPUE_1.csv","mgb-8c9a","Four-spot megrim in Divisions VIIIc and IXa (Bay of Biscay South, Atlantic Iberian Waters East)","NA","Lepidorhombus boscii",1986,2015,"Medium",0.23,0.52,1986,"Small","NA","NA","NA",,,1.88,1.63,2.18,0.36,0.3,0.42,21.16,18.25,24.54,1.13,0.75,1.29,0.71,0.62,1.08
"EU_Stocks_CPUE_1.csv","mgw-78","Megrim in Divisions VIIb–k and VIIIa, b, d (West and Southwest of Ireland, Bay of Biscay)","NA","Lepidorhombus whiffiagonis",1984,2015,"Medium",0.33,0.76,1984,"About half","NA","NA","NA",,,18.72,17.03,20.57,0.63,0.54,0.74,118.94,103.78,136.32,0.98,0.71,1.27,0.66,0.51,0.92
"EU_Stocks_CPUE_1.csv","mgw-8c9a","Megrim in Divisions VIIIc and IXa","NA","Lepidorhombus whiffiagonis",1986,2015,"Medium",0.33,0.76,1986,"Small","NA","NA","NA",,,0.79,0.67,0.93,0.69,0.57,0.83,4.55,3.99,5.2,0.27,0.03,0.57,2.47,1.15,25.75
"EU_Stocks_CPUE_1.csv","Micr_pou_AD","Blue whiting in Adriatic Sea","NA","Micromesistius poutassou",1995,2013,"Medium",0.31,0.71,1995,"More than half","NA","NA","NA",,,0.58,0.51,0.65,0.56,0.42,0.75,4.1,3.23,5.22,1.37,1.04,1.63,0.16,0.14,0.21
"EU_Stocks_CPUE_1.csv","Mull_bar_AD","Red mullet in Adriatic Sea","NA","Mullus barbatus",1994,2013,"Medium",0.42,1.04,1994,"Small","NA","NA","NA",,,4.73,4.16,5.37,0.64,0.51,0.79,29.75,24.14,36.67,1.37,1.03,1.68,0.41,0.33,0.54
"EU_Stocks_CPUE_1.csv","MULLSUR_IS","Surmulet in Ionian Sea","NA","Mullus surmuletus",1994,2010,"Medium",0.56,1.28,1994,"Very small","NA","NA","NA",,,0.6,0.5,0.72,1.09,0.94,1.26,2.21,1.96,2.49,0.13,0.02,0.39,2.24,0.76,11.99
"EU_Stocks_CPUE_1.csv","nep-11","Norway lobster in Division VIa – FU 11 (West of Scotland, North Minch)","NA","Nephrops norvegicus",1999,2014,"Medium",0.34,0.78,1999,"Small","NA","NA","NA",,,3.99,3.53,4.5,0.71,0.6,0.83,22.62,19.42,26.35,0.98,0.46,1.19,0.78,0.64,1.68
"EU_Stocks_CPUE_1.csv","nep-12","Norway lobster in Division VIa – FU 12 (West of Scotland, South Minch)","NA","Nephrops norvegicus",1999,2014,"Medium",0.34,0.78,1999,"Small","NA","NA","NA",,,5.1,4.51,5.77,0.7,0.59,0.82,29.34,25.3,34.03,0.98,0.47,1.19,0.64,0.52,1.33
"EU_Stocks_CPUE_1.csv","nep-13","Norway lobster in Division VIa – FU 13 (West of Scotland, the Firth of Clyde, and the Sound of Jura)","NA","Nephrops norvegicus",1995,2014,"Medium",0.34,0.78,1995,"Small","NA","NA","NA",,,6.09,5.55,6.69,0.69,0.59,0.81,35.38,30.46,41.1,0.87,0.43,1.18,1.23,0.91,2.49
"EU_Stocks_CPUE_1.csv","nep-2829","Nephrops in FUs 28 and 29","NA","Nephrops norvegicus",1998,2015,"Medium",0.34,0.78,1998,"Small","NA","NA","NA",,,0.29,0.24,0.34,0.59,0.48,0.72,1.95,1.69,2.25,1.1,0.73,1.29,0.71,0.61,1.07
"EU_Stocks_CPUE_1.csv","nep-32","Norway lobster in Division IVa, FU 32 (Northern North Sea, Norwegian Deep)","NA","Nephrops norvegicus",1994,2015,"Medium",0.34,0.78,1994,"About half","NA","NA","NA",,,0.76,0.6,0.96,0.51,0.4,0.65,5.99,5.17,6.94,0.26,0.03,0.58,1.59,0.7,14.1
"EU_Stocks_CPUE_1.csv","nep-6","Norway lobster in Division IVa, FU 7 (Northern North Sea, Fladen Ground)","NA","Nephrops norvegicus",2001,2015,"Medium",0.34,0.78,2001,"About half","NA","NA","NA",,,3.28,2.85,3.77,0.56,0.46,0.67,23.58,20.55,27.05,0.36,0.04,0.59,1.69,1.04,16.72
"EU_Stocks_CPUE_1.csv","nep-7","Norway lobster in Division IVa, FU 7 (Northern North Sea, Fladen Ground)","NA","Nephrops norvegicus",2004,2015,"Medium",0.34,0.78,2004,"About half","NA","NA","NA",,,9.2,7.89,10.74,0.56,0.46,0.68,65.92,57.31,75.82,0.2,0.03,0.39,2.37,1.19,16.22
"EU_Stocks_CPUE_1.csv","nep-9","Norway lobster in Division IVb, FU 9 (Central North Sea, Moray Firth)","NA","Nephrops norvegicus",1993,2015,"Medium",0.34,0.78,1993,"About half","NA","NA","NA",,,1.37,1.24,1.51,0.6,0.51,0.71,9.09,7.91,10.45,0.59,0.05,0.79,1.01,0.75,11.3
"EU_Stocks_CPUE_1.csv","Neph-IXa","Nephrops in Division Ixa","NA","Nephrops norvegicus",1990,2013,"Medium",0.34,0.78,1990,"Near unexploited","NA","NA","NA",,,0.64,0.54,0.76,0.37,0.3,0.47,6.84,5.98,7.81,0.19,0.03,0.39,4.53,2.16,31.32
"EU_Stocks_CPUE_1.csv","Neph-VIIIc","Nephrops in Division VIIIc (North Galicia and Cantabrian Sea, FUs 25 and 31)","NA","Nephrops norvegicus",1975,2013,"Medium",0.34,0.78,1975,"Small","NA","NA","NA",,,0.47,0.34,0.64,0.52,0.38,0.7,3.61,3.1,4.21,0.09,0.03,0.19,2.07,0.94,6.75
"EU_Stocks_CPUE_1.csv","NEPRNOR_IS","Norway lobster in Ionian Sea","NA","Nephrops norvegicus",1994,2010,"Medium",0.34,0.78,1994,"About half","NA","NA","NA",,,1.9,1.66,2.18,0.53,0.44,0.64,14.39,12.53,16.51,0.39,0.05,0.59,3,1.98,21.85
"EU_Stocks_CPUE_1.csv","Octo_vul_AD","Common octopus in Adriatic Sea","NA","Octopus vulgaris",1995,2013,"High",0.53,1.21,1995,"Small","NA","NA","NA",,,1.72,1.45,2.05,0.94,0.78,1.13,7.34,6.48,8.31,0.2,0.02,0.56,2.26,0.78,17.69
"EU_Stocks_CPUE_1.csv","OCTOVUL_IS","Common octopus in Ionian Sea","NA","Octopus vulgaris",1994,2010,"High",0.53,1.21,1994,"Small","NA","NA","NA",,,4.92,4.2,5.76,1.04,0.91,1.19,18.93,16.6,21.6,0.58,0.31,0.79,0.59,0.43,1.09
"EU_Stocks_CPUE_1.csv","Page_ery_AD","Common pandora in Adriatic Sea","NA","Pagellus erythrinus",1994,2013,"Medium",0.31,0.78,1994,"Very small","NA","NA","NA",,,0.56,0.44,0.72,0.81,0.63,1.06,2.76,2.36,3.22,0.18,0.03,0.56,1.58,0.51,10.47
"EU_Stocks_CPUE_1.csv","Pan_bor_1","Northern shrimp in Arnarfjordur","NA","Pandalus borealis",1988,2013,"Medium",0.38,0.87,1988,"About half","NA","NA","NA",,,0.66,0.61,0.73,0.76,0.65,0.89,3.48,3.04,3.98,0.31,0.04,0.59,1.6,0.83,12.38
"EU_Stocks_CPUE_1.csv","Pan_bor_2","Northern shrimp in Isafjardardjup","NA","Pandalus borealis",1990,2013,"Medium",0.38,0.87,1990,"Small","NA","NA","NA",,,3,2.51,3.59,0.87,0.7,1.07,13.88,11.97,16.09,0.25,0.02,0.77,2.83,0.92,28.59
"EU_Stocks_CPUE_1.csv","pand-barn","Northern shrimp in Subareas I and II (Northeast Arctic) ","NA","Pandalus borealis",1970,2014,"Medium",0.38,0.87,1970,"About half","NA","NA","NA",,,60.67,50.46,72.95,0.53,0.42,0.67,453.68,396.66,518.89,1.22,0.85,1.3,0.16,0.15,0.23
"EU_Stocks_CPUE_1.csv","pand-sknd","Northern shrimp in Divisions 3a and 4a East (Skagerrak, Northern North Sea in the Norwegian Deep)","NA","Pandalus borealis",1988,2014,"Medium",0.38,0.87,1988,"Small","NA","NA","NA",,,12.86,10.87,15.21,0.76,0.63,0.93,67.43,58.4,77.87,0.63,0.33,0.79,1.42,1.12,2.72
"EU_Stocks_CPUE_1.csv","PARELON_IS","Pink shrimp in Ionian Sea","NA","Parapeneaus longirostris",1994,2014,"High",0.68,1.54,1994,"Small","NA","NA","NA",,,8.61,7.81,9.48,1.06,0.97,1.15,32.59,29.24,36.32,0.55,0.06,0.79,1.32,0.93,11.34
"EU_Stocks_CPUE_1.csv","ple-2123","Plaice in Subdivisions 21, 22, and 23 (Kattegat, Belts, and Sound)","NA","Pleuronectes platessa",1999,2015,"Medium",0.35,0.79,1999,"Small","NA","NA","NA",,,4.48,3.74,5.36,0.73,0.61,0.87,24.6,20.19,29.98,1.42,1.06,1.68,0.41,0.35,0.55
"EU_Stocks_CPUE_1.csv","ple-7h-k","Plaice in Divisions  VIIh–k (Celtic Sea South, Southwest of Ireland)","NA","Pleuronectes platessa",1993,2015,"Medium",0.35,0.79,1993,"About half","NA","NA","NA",,,0.3,0.23,0.39,0.57,0.44,0.74,2.09,1.8,2.42,0.18,0.03,0.39,1.6,0.72,10.5
"EU_Stocks_CPUE_1.csv","ple-celt","Plaice in Divisions VIIf,g (Celtic Sea)","NA","Pleuronectes platessa",1995,2015,"Medium",0.35,0.79,1995,"Very small","NA","NA","NA",,,1.57,1.22,2.03,0.87,0.68,1.12,7.19,5.78,8.95,1.52,1.04,1.7,0.11,0.1,0.16
"EU_Stocks_CPUE_1.csv","ple-echw","Plaice in Division VIIe (Western Channel)","NA","Pleuronectes platessa",1980,2015,"Medium",0.35,0.79,1980,"Small","NA","NA","NA",,,2.04,1.73,2.4,0.44,0.37,0.54,18.33,15.06,22.3,1.31,1.03,1.6,0.54,0.44,0.68
"EU_Stocks_CPUE_1.csv","ple-iris","Plaice in Divisionn VIIa (Irish Sea)","NA","Pleuronectes platessa",1993,2015,"Medium",0.35,0.79,1993,"Small","NA","NA","NA",,,2.55,2.3,2.82,0.65,0.54,0.77,15.77,13.07,19.03,1.43,1.05,1.68,0.29,0.25,0.4
"EU_Stocks_CPUE_1.csv","ple-nsea","Plaice Subarea IV (North Sea)","NA","Pleuronectes platessa",1960,2015,"Medium",0.35,0.79,1960,"Small","NA","NA","NA",,,212.57,186.59,242.17,0.36,0.3,0.44,2334.37,1921.85,2835.43,1.62,1.35,1.7,0.37,0.35,0.44
"EU_Stocks_CPUE_1.csv","rjc-bisc","Thornback ray (Raja clavata) in Subarea VIII (Bay of Biscay and Cantabrian Sea)","NA","Raja clavata",1999,2013,"Low",0.07,0.45,1999,"Very small","NA","NA","NA",,,0.19,0.13,0.27,0.23,0.16,0.34,3.28,2.79,3.84,0.47,0.04,0.79,2.16,1.29,27.72
"EU_Stocks_CPUE_1.csv","rng-5b67","Roundnose grenadier in in Divisions Xb and XIIc, and Subdivisions XIIa1, XIVb1, and Va1 (Oceanic Northeast Atlantic and Northern Reykjanes Ridge)","NA","Coryphaenoides rupestris",1988,2015,"Low",0.23,0.53,1988,"More than half","NA","NA","NA",,,8.05,6.83,9.49,0.36,0.29,0.45,89.08,75.32,105.35,0.54,0.31,0.79,0.15,0.11,0.27
"EU_Stocks_CPUE_1.csv","sai-3a46","Saithe in Subarea IV (North Sea) Division IIIa West and Subarea VI ","NA","Pollachius virens",1967,2015,"Medium",0.33,0.76,1967,"Small","NA","NA","NA",,,212.57,183.12,246.77,0.53,0.44,0.63,1610.03,1409.77,1838.73,0.61,0.36,0.77,0.62,0.48,1.03
"EU_Stocks_CPUE_1.csv","sai-arct","Saithe in Subareas I and II (Northeast Arctic)","NA","Pollachius virens",1960,2015,"Medium",0.33,0.76,1960,"More than half","NA","NA","NA",,,224.55,196.19,257.01,0.64,0.54,0.76,1407.05,1235.98,1601.8,1.11,0.73,1.29,0.64,0.55,0.97
"EU_Stocks_CPUE_1.csv","sai-faro","Saithe in Division Vb (Faroe Saithe)","NA","Pollachius virens",1961,2015,"Medium",0.33,0.76,1961,"About half","NA","NA","NA",,,40.48,35.1,46.69,0.44,0.37,0.53,365.73,320.8,416.95,1.1,0.73,1.29,0.45,0.38,0.67
"EU_Stocks_CPUE_1.csv","sai-icel","Icelandic saithe (Division Va)","NA","Pollachius virens",1980,2015,"Medium",0.33,0.76,1980,"About half","NA","NA","NA",,,62.29,56.92,68.17,0.51,0.44,0.59,487.36,428.97,553.7,1.17,0.75,1.29,0.61,0.56,0.96
"EU_Stocks_CPUE_1.csv","san-ns1","Sandeel in the Dogger Bank area (SA 1)","NA","Ammodytes tobianus",1983,2015,"High",0.67,1.53,1983,"Small","NA","NA","NA",,,374.27,330.96,423.24,1,0.89,1.12,1496.92,1277.28,1754.33,0.29,0.03,0.56,2.02,1.03,21.57
"EU_Stocks_CPUE_1.csv","san-ns3","Sandeel in the Central Eastern North Sea (SA 3)","NA","Ammodytes tobianus",1983,2015,"High",0.67,1.53,1983,"Small","NA","NA","NA",,,306.88,273.1,344.84,0.94,0.82,1.08,1308.18,1158.72,1476.91,1.03,0.72,1.27,0.28,0.23,0.4
"EU_Stocks_CPUE_1.csv","sar-78","Sardine in Divisions VIIIa,b,d and Subarea VII","NA","Sardina pilchardus",2000,2014,"Medium",0.4,0.9,2000,"About half","NA","NA","NA",,,35.07,31.71,38.78,0.79,0.66,0.94,178.62,154.39,206.67,0.94,0.45,1.19,1.29,1.02,2.71
"EU_Stocks_CPUE_1.csv","sar-soth","Sardine in Divisions VIIIc and IXa","NA","Sardina pilchardus",1985,2015,"Medium",0.4,0.9,1985,"About half","NA","NA","NA",,,129.46,104.1,161,0.57,0.45,0.72,913.36,794.14,1050.47,0.19,0.03,0.39,1.99,0.97,12.67
"EU_Stocks_CPUE_1.csv","smn-arct","Beaked redfish (Sebastes mentella) in Subareas I and II","NA","Sebastes mentella",1992,2013,"Very low",0.11,0.29,1992,"Very small","NA","NA","NA",,,31.91,24.65,41.31,0.38,0.3,0.48,339.65,279.36,412.96,1.52,1.07,1.69,0.15,0.14,0.22
"EU_Stocks_CPUE_1.csv","smn-con","Beaked redfish in Subarea XIV and Division Va (Icelandic slope stock) (East of Greenland, Iceland grounds)","NA","Sebastes mentella",2000,2015,"Very low",0.11,0.29,2000,"About half","NA","NA","NA",,,17.44,13.14,23.14,0.18,0.13,0.24,396.17,317.1,494.94,0.84,0.71,1.04,0.5,0.41,0.6
"EU_Stocks_CPUE_1.csv","smn-dp","Beaked redfish in Subareas V, XII, and XIV (Iceland and Faroes grounds, north of Azores, east of Greenland) and NAFO Subareas 1+2 (deep pelagic stock > 500 m)","NA","Sebastes mentella",1999,2014,"Very low",0.11,0.29,1999,"More than half","NA","NA","NA",,,42.09,29.87,59.31,0.16,0.11,0.23,1064.21,856.38,1322.47,0.36,0.04,0.59,1.64,0.99,16.45
"EU_Stocks_CPUE_1.csv","smr-5614","Golden redfish in Subareas V, VI, XII, and XIV (Iceland and Faroes grounds, West of Scotland, North of Azores, East of Greenland)","NA","Sebastes norvegicus",1971,2015,"Low",0.2,0.45,1971,"About half","NA","NA","NA",,,66.86,61.48,72.71,0.29,0.26,0.34,908.05,798.85,1032.17,1.18,0.78,1.3,0.64,0.58,0.96
"EU_Stocks_CPUE_1.csv","smr-arct","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)","NA","Sebastes norvegicus",1990,2015,"Low",0.2,0.45,1990,"Small","NA","NA","NA",,,21.25,16.62,27.16,0.35,0.27,0.44,245.17,213.38,281.7,0.16,0.03,0.39,2.94,1.22,17.52
"EU_Stocks_CPUE_1.csv","sol-7h-k","Sole in Divisions VIIh–k (Celtic Sea South, Southwest of Ireland)","NA","Solea solea",1993,2015,"Medium",0.33,0.76,1993,"About half","NA","NA","NA",,,0.5,0.42,0.58,0.44,0.36,0.53,4.53,3.93,5.23,1.12,0.76,1.29,0.34,0.3,0.5
"EU_Stocks_CPUE_1.csv","sol-bisc","Sole in Divisions VIIIa,b (Bay of Biscay)","NA","Solea solea",1984,2015,"Medium",0.33,0.76,1984,"About half","NA","NA","NA",,,5.06,4.6,5.57,0.58,0.5,0.69,34.62,30.21,39.68,0.6,0.09,0.79,1.1,0.83,7.19
"EU_Stocks_CPUE_1.csv","sol-celt","Sole in Divisions VIIf, g (Celtic Sea)","NA","Solea solea",1971,2015,"Medium",0.33,0.76,1971,"Near unexploited","NA","NA","NA",,,1.15,1.07,1.24,0.52,0.44,0.61,8.87,7.71,10.2,0.55,0.06,0.79,4.07,2.83,35.16
"EU_Stocks_CPUE_1.csv","sol-eche","Sole in Division VIId (Eastern Channel)","NA","Solea solea",1982,2015,"Medium",0.33,0.76,1982,"About half","NA","NA","NA",,,4.33,3.85,4.86,0.7,0.58,0.84,24.72,21.56,28.35,0.91,0.45,1.19,0.83,0.64,1.67
"EU_Stocks_CPUE_1.csv","sol-echw","Sole in Division VIIe (Western Channel)","NA","Solea solea",1969,2015,"Medium",0.33,0.76,1969,"About half","NA","NA","NA",,,1.03,0.91,1.17,0.4,0.33,0.49,10.31,8.67,12.27,1.56,1.2,1.69,0.37,0.34,0.48
"EU_Stocks_CPUE_1.csv","sol-kask","Sole in Division IIIa and Subdivisions 22-24 (Skagerrak, Kattegat, and the Belts)","NA","Solea solea",1984,2015,"Medium",0.33,0.76,1984,"Small","NA","NA","NA",,,0.89,0.73,1.1,0.53,0.42,0.66,6.73,5.89,7.68,1.13,0.77,1.3,0.22,0.19,0.32
"EU_Stocks_CPUE_1.csv","sol-nsea","Sole in Subarea IV (North Sea)","NA","Solea solea",1960,2015,"Medium",0.33,0.76,1960,"More than half","NA","NA","NA",,,26.84,23.46,30.7,0.54,0.46,0.64,198.98,173.2,228.6,0.6,0.32,0.79,0.85,0.64,1.6
"EU_Stocks_CPUE_1.csv","spr-2232","Sprat in Subdivisions 22 - 32 (Baltic Sea)","NA","Sprattus sprattus",1974,2015,"Medium",0.32,0.74,1974,"About half","NA","NA","NA",,,290.59,226.16,373.38,0.47,0.36,0.6,2493.85,2148.79,2894.31,0.91,0.45,1.2,0.75,0.57,1.52
"EU_Stocks_CPUE_1.csv","spr-ech","Sprat in Divisions VIId,e (English Channel)","NA","Sprattus sprattus",1988,2014,"Medium",0.32,0.74,1988,"Very small","NA","NA","NA",,,5.81,4.5,7.49,0.58,0.47,0.72,40.05,31.6,50.75,1.6,1.13,1.7,0.23,0.22,0.32
"EU_Stocks_CPUE_1.csv","spr-kask","Sprat in Division IIIa (Skagerrak and Kattegat)","NA","Sprattus sprattus",1985,2015,"Medium",0.32,0.74,1985,"About half","NA","NA","NA",,,22.98,20.1,26.29,0.45,0.35,0.59,202.55,167.05,245.59,0.59,0.31,0.79,0.89,0.67,1.7
"EU_Stocks_CPUE_1.csv","spr-nsea","Sprat in Subarea IV (North Sea)","NA","Sprattus sprattus",1974,2015,"Medium",0.32,0.74,1974,"More than half","NA","NA","NA",,,277.35,229.37,335.37,0.43,0.34,0.53,2591.02,2285.05,2937.96,1.09,0.76,1.29,0.95,0.8,1.35
"EU_Stocks_CPUE_1.csv","SQUIMAN_IS","Mantis shrimp in Ionian Sea","NA","Squilla mantis",1994,2010,"Medium",0.37,0.84,1994,"About half","NA","NA","NA",,,0.93,0.76,1.14,0.52,0.4,0.66,7.18,6.18,8.35,0.45,0.04,0.77,1.92,1.11,24.25
"EU_Stocks_CPUE_1.csv","syc-347d","Lesser-spotted dogfish in Subarea IV and Divisions IIIa and VIId (North Sea, Skagerrak and Kattegat, and eastern English Channel)","NA","Scyliorhinus canicula",1993,2014,"Low",0.23,0.53,1993,"Small","NA","NA","NA",,,3.39,2.82,4.06,0.43,0.35,0.53,31.44,25.64,38.53,1.31,1.02,1.67,0.56,0.44,0.72
"EU_Stocks_CPUE_1.csv","TRACHMED_IS","Mediterranean horse mackerel in Ionian Sea","NA","Trachurus mediterraneus",1995,2010,"Medium",0.33,0.76,1995,"Small","NA","NA","NA",,,0.54,0.46,0.63,0.66,0.54,0.81,3.23,2.78,3.76,0.23,0.04,0.39,6.68,3.96,42.22
"EU_Stocks_CPUE_1.csv","tur-2232","Turbot in Subdivisions 22–32 (Baltic Sea)","NA","Scophthalmus maximus",2001,2015,"Medium",0.33,0.74,2001,"Small","NA","NA","NA",,,0.53,0.43,0.65,0.69,0.56,0.86,3.06,2.65,3.53,0.51,0.05,0.79,0.84,0.54,8.66
"EU_Stocks_CPUE_1.csv","tur-kask","Turbot in Division IIIa","NA","Scophthalmus maximus",1996,2014,"Medium",0.33,0.74,1996,"About half","NA","NA","NA",,,0.17,0.15,0.19,0.57,0.48,0.68,1.18,1.02,1.35,0.6,0.06,0.79,1.15,0.87,11.14
"EU_Stocks_CPUE_1.csv","tur-nsea","Turbot in Subarea IV","NA","Scophthalmus maximus",1975,2014,"Medium",0.33,0.74,1975,"More than half","NA","NA","NA",,,4.19,3.7,4.74,0.51,0.43,0.6,32.98,28.82,37.75,0.62,0.06,0.79,0.96,0.76,9.9
"EU_Stocks_CPUE_1.csv","usk-arct","Tusk in Subareas I and II (Northeast Arctic) ","NA","Brosme brosme",2000,2014,"Medium",0.3,0.68,2000,"About half","NA","NA","NA",,,12.56,10.88,14.5,0.52,0.42,0.65,96.58,79.7,117.05,1.34,1.02,1.65,0.44,0.36,0.58
"EU_Stocks_CPUE_1.csv","usk-icel","Tusk in Division Va and Subarea XIV","NA","Brosme brosme",1981,2015,"Medium",0.3,0.68,1981,"About half","NA","NA","NA",,,7.42,6.29,8.76,0.45,0.37,0.56,65.49,54.74,78.35,1.12,1.01,1.37,0.59,0.48,0.66
"EU_Stocks_CPUE_1.csv","usk-oth","Tusk in Divisions IIIa, Vb, VIa, and XIIb and Subareas IV, VII, VIII, and IX (other areas).","NA","Brosme brosme",2000,2014,"Medium",0.3,0.68,2000,"Small","NA","NA","NA",,,10.03,8.71,11.54,0.59,0.48,0.72,68.29,55.56,83.95,1.49,1.05,1.69,0.24,0.21,0.34
"EU_Stocks_CPUE_1.csv","whb-comb","Blue whiting combined stock (Sub-areas I-IX, XII & XIV)","NA","Micromesistius poutassou ",1981,2014,"Medium",0.31,0.71,1981,"Small","NA","NA","NA",,,1471.19,1223.78,1768.61,0.54,0.45,0.65,10901.61,9545.88,12449.89,0.37,0.03,0.78,2.44,1.17,27.77
"EU_Stocks_CPUE_1.csv","whg-47d","Whiting Subarea IV (North Sea) and Division VIId (Eastern Channel)","NA","Merlangius merlangus ",1990,2015,"Medium",0.33,0.74,1990,"Small","NA","NA","NA",,,135.86,100.25,184.14,0.7,0.53,0.93,772.53,669.23,891.79,0.27,0.03,0.58,1.33,0.62,13.63
"EU_Stocks_CPUE_1.csv","whg-7e-k","Whiting in Division VIIe-k","NA","Merlangius merlangus ",1999,2015,"Medium",0.33,0.74,1999,"About half","NA","NA","NA",,,22.17,17.35,28.32,0.49,0.38,0.63,182.57,149.34,223.21,1.28,1.02,1.59,0.72,0.58,0.91
"EU_Stocks_CPUE_1.csv","whg-iris","Whiting in Division VIIa (Irish Sea)","NA","Merlangius merlangus ",1992,2015,"Medium",0.33,0.74,1992,"Very small","NA","NA","NA",,,14.59,11.2,19.01,0.77,0.59,1,76.16,65.77,88.19,0.13,0.02,0.38,3.13,1.03,17.64
"EU_Stocks_CPUE_1.csv","whg-scow","Whiting in Division VIa (West of Scotland)","NA","Merlangius merlangus ",1981,2015,"Medium",0.33,0.74,1981,"Near unexploited","NA","NA","NA",,,17.14,13.33,22.04,0.69,0.54,0.88,99.4,85.45,115.63,0.15,0.02,0.39,1.57,0.63,10.04
"EU_Stocks_CPUE_1.csv","wit-nsea","Witch in Subarea IV and Divisions IIIa and VIId (North Sea, Skagerrak and Kattegat, Eastern English Channel)","NA","Glyptocephalus cynoglossus",1968,2014,"Medium",0.32,0.73,1968,"Small","NA","NA","NA",,,3.18,2.85,3.54,0.57,0.48,0.68,22.31,19.42,25.62,1.02,0.48,1.2,0.77,0.66,1.63
